Date,Event,Fatalities,Route,Location,Aircraft Type,Passengers,Registration,Aircraft,Crew,Responsible Group,People on Board,Crash Cause,Total Fatalities,Accident Cause,Survivors,Flight Number,Weather,Probable Cause,Airline,Flight Route,Total Passengers,Crew Members,Ground Casualties,Total Crew,Establishment Date,Contributing Factors,,Cause,Accident Description,Possible Causes,Total Fatalties,Crash Location,Crew Deaths,Aircraft Registration,Main Cause,Engine Type,Notable Individuals,Capacity,Aircraft Information,Description,Departure Airport,Destination Airport,Destination,Outcome,Responsible Party,Operations,Name,Cause of Crash,Injuries,Formation Date,--------------------,Serious Injuries,Minor/No Injuries,Operational History,Other Details,-------,Aeroservicios Ecuatorianos Flight 767-103,Modernization Era,Peak Status,Post-1992 Status,Operation Enduring Freedom Status,2021 Status,Fall of Kabul Status,Flight Crew,Manufacturer Serial Number,Maintenance Details,Passenger Details,Responsible Group/Cause,Crew Fatalities,Passenger Fatalities,Development,Wing Position,Characteristics,Alliance Air Flight 7412,Boeing 737-2A8 (VT-EGD),Operator,Total People on Board,Crew Involved,Additional Context,Crew members,------------------------,Cameroon Airlines 3701,Departure,Ground Fatalities,Initial Engine Issue,Reason for Crash,Occupants,Smoke Detection,Wreckage Location,Flight Recorder Recovery,Founded by,First Aircraft Delivered,Battle Significance,Main Commander,Flydubai Flight 981,Additional Information:,"- Flydubai Flight 981 was a scheduled international passenger flight from Dubai to Rostov-on-Don that tragically ended in a crash during a go-around procedure, resulting in the loss of all 62 passengers and crew on board.","- The airline, Flydubai, had an excellent safety record prior to this incident and had recently become a member of the IATA organization.","- The pilots raised concerns about fatigue-related issues within the airline's rostering system, indicating potential factors affecting flight safety.",Founding Date,Founder,Headquarters,Acquired by,Fleet,Notable Awards,Merger Date,Reestablishment Date,Current Status,Minister of Defense,"This table provides a snapshot of the Nicosia Britannia disaster, showcasing essential details such as the date, location, aircraft type, number of passengers and crew, fatalities, survivors, and the contributing factors leading to the crash. These details offer a concise overview of the tragic event's key aspects.",Notes,Engine,Produced,Variant,Paratroopers,Cargo Capacity,Rear Loading Ramp/Door,Defensive Tail Gun Turret,Chinese Version,Production Year,Personnel Count,Highest Rank Held,-----------------------------------,Crash Causes,Potential Causes,LaMia Flight 2933,----------------,2933,LOT Polish Airlines Flight 5055,Alleged Cause,Possible Cause of Crash,Accident Causes,Location of Disappearance,Pakistan International Airlines Flight 268,Crew Member,------------------,Captain,First Officer,Flight Engineer 1,Flight Engineer 2,Pakistan International Airlines Flight 8303,Engine Failures,Rescued,Note,Total Lockheed C-130 Hercules Production Hulls Lost,US C-130 Losses during Vietnam War,Royal Air Force Accident Rate (1967-2005),US Air Force Hercules Overall Attrition Rate,Lineage of Russian Air Force,Commander,Sequence of Events,Investigation,Singapore Airlines Flight 006,-----------------------,Captain Foong Chee Kong,First Officer Latiff Cyrano,Relief Pilot Ng Kheng Leng,Key Causes,Responsible Crew Members,Southern Airways Flight 932,Possible Contributing Factors,Casualties,Investigating Authority,TAME Flight 120,Weather Conditions,Responsible Pilots,Crash Factors,TWA Flight 128,Crew Role,-------------------,Hours of Flight,"Pilot error, misjudgment of altitude",Origin,Fatalities (Passengers),Fatalities (Crew),Responsible Factors,Flight 352,Yekaterinburg - Vladivostok,Vnukovo Airlines 2801,"Since there is no specific responsible group mentioned in the text provided, this information has been excluded from the final table.",Initial Aircraft,Training Partnership,Initial Acquisition of Aircraft,Major Arms Deal,Aircraft Provided by Donations,Conflicts Faced by Air Force,Sole Survivor,trigger
29 September 1998,Lionair Flight 602,55,,Off the coast of Sri Lanka,Antonov An-24RV,,,,,Liberation Tigers of Tamil Eelam,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lionair Flight 602
14 March 1980,LOT Polish Airlines Flight 007,87,,"Warsaw, Poland",Ilyushin Il-62,,,,"Captain Paweł Lipowczan, First Officer Tadeusz Łochocki, and additional crew",,87,"Disintegration of turbine disc leading to uncontained engine failure due to manufacturing faults, crew aborted landing and go-around",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT Polish Airlines Flight 007
2 April 1969,,,Warsaw to Krakow Balice airport,,Antonov An-24,53,SP-LTF,,Captain Czesław Doliński,,,Crashed into a mountain during a snowstorm,,,0,LO 165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT Polish Airlines Flight 165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faulty Bearings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT Polish Airlines Flight 5055
20 November 1974,Lufthansa Flight 540,59,Frankfurt–Nairobi–Johannesburg,,Boeing 747-130,,D-ABYB,,,Pilot Error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lufthansa Flight 540
17 July 2014,Malaysia Airlines Flight 17,298,,"Hrabove, Donetsk Oblast",Boeing 777-200ER,,,,,"Dutch Safety Board, Joint Investigation Team",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia Airlines Flight 17
"March 8, 2014",Malaysia Airlines Flight 370,239,Kuala Lumpur to Beijing,,,227,9M-MRO,Boeing 777-200ER,12,"Malaysian government, Joint Agency Coordination Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia Airlines Flight 370
"December 4, 1977",Malaysian Airline System Flight 653,100,,"Tanjung Kupang, Johor, MY",Boeing 737-2H6,,9M-MBD,,,Unresolved Hijackers,93 Passengers + 7 Crew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysian Airline System Flight 653
30 September 1975,Malév Flight 240,,"Budapest, Hungary - Beirut, Lebanon",,,50,,Tupolev Tu-154,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alleged shooting down of the aircraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mal茅v Flight 240
"September 5, 2005",Mandala Airlines Flight 091,97,,"Medan, Indonesia",Boeing 737-230 Adv,,PK-RIM,,,Indonesian National Transportation Safety Committee,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandala Airlines Flight 091
24 July 1992,Mandala Airlines Flight 660,,,"Ambon Island, Indonesia",,,,Vickers Viscount 816,,Pilot and Co-Pilot,,"Pilot error, windshear",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandala Airlines Flight 660
"August 11, 1957",Maritime Central Airways Flight 315,79,"London, England - Toronto, Canada (with stops in Iceland and Labrador)","Issoudun, Quebec",Douglas DC-4,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritime Central Airways Flight 315
21 December 1992,Martinair Flight 495,56,,"Faro Airport, Portugal",McDonnell Douglas DC-10-30CF,,PH-MBN,,"Captain: H. Willem van Staveren (14,441 flight hours), First Officer: Ronald J. H. Clemenkowff (2,288 flight hours), Flight Engineer: Gary W. Glans (7,540 flight hours)",,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martinair Flight 495
10 November 1971,Crash,69,,"Indian Ocean off the coast of Padang, Indonesia",Vickers Viscount,,PK-MVS,,,,69,,,,,,,,Merpati Nusantara Airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merpati Nusantara Airlines Viscount (PK-MVS)
31 October 2015,Metrojet Flight 9268,224,"Sharm El Sheikh, Egypt to Pulkovo Airport, Saint Petersburg, Russia",,Airbus A321-231,224,,,7,Islamic State's Sinai Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onboard explosive device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrojet Flight 9268
4 June 1969,,79,Mexico City to Monterrey,,Boeing 727-64,79,XA-SEL,,,,,,,,,Mexicana de Aviación Flight 704,,"Descending at high vertical speed, instrument approach errors, mountain collision resulting in all onboard fatalities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexicana Flight 704
"March 31, 1986",Mexicana Flight 940,167,,"El Carbón, Sierra Madre Occidental, Mexico",Boeing 727-200,,XA-MEM,,,N/A,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexicana Flight 940
1 January 1976,Middle East Airlines Flight 438,81,"Beirut, Lebanon to Muscat, Oman via Abu Dhabi",,,66,,Boeing 720-023B,15,Omani militants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East Airlines Flight 438
11 July 1991,Nigeria Airways Flight 2120,247,"Jeddah, Saudi Arabia - Sokoto, Nigeria",,,247,,Douglas DC-8-61,"Captain William Allan, First Officer Kent Davidge, Flight Engineer Victor Fehr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire shortly after takeoff, pressurization failure, nonsensical warnings, potential crew unawareness of fire, resulting in the crash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Airways Flight 2120
20 November 1969,Nigeria Airways 825,87,London - Rome - Kano - Lagos,"Lagos, Nigeria",Vickers VC10,,,,,,87,"Unawareness of actual altitude during final approach, potential fatigue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Airways Flight 825
"August 16, 1987",Northwest Airlines 255,150,Detroit Metropolitan Airport - Unknown,,McDonnell Douglas MD-82,149,,,"Captain John R. Maus, First Officer David J. Dodds",,,,,"Crash shortly after takeoff resulting in 149 passenger and 6 crew fatalities, and 2 ground casualties",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwest Airlines Flight 255
3 June 1963,Northwest Orient Flight 293,101,,Off the coast of Alaska,Douglas DC-7C,,N290,,,N/A,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwest Airlines Flight 293
"June 23, 1950",Northwest Orient Flight 2501,58,New York City - Seattle,,DC-4,,,,,Unspecified,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Over Lake Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwest Orient Airlines Flight 2501
"March 17, 1960",Northwest Orient Airlines Flight 710,63,,"Near Cannelton, Indiana",Lockheed L-188 Electra,,,,,,"63 (57 passengers, 6 crew)",,,,,,,,,,,,,,,,,,,"Disintegration in-flight, violent air turbulence, metal fatigue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwest Orient Airlines Flight 710
23 November 1976,Olympic Airways Flight 830,50,Athens to Kozani with a stop in Larisa,"Near Servia, Greece",NAMC YS-11A,,SX-BBR,,,Pilot Error,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympic Airways Flight 830
"December 8, 1969",Olympic Airways 954,90,,"Keratea, Greece",Douglas DC-6B,85,,,,Unknown,,"Deviation from proper track, descending below minimum safe altitude while making an ILS approach, striking Mount Paneio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympic Airways Flight 954
"September 16, 2007",OG269,90,,"Phuket International Airport, Thailand",McDonnell Douglas MD-82,,,,,One-Two-GO Airlines,130,Inaccurately calculated approach leading to an aborted landing and subsequent go-around crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One-Two-GO Airlines Flight 269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,Aircraft,------------,Airbus A300,Airbus A300,Airbus A300,Airbus A300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan International Airlines Flight 268
25 August 1989,Pakistan International Airlines 404,54,,"Himalaya Mountains, Pakistan",Fokker F27 Friendship,,AP-BBF,,,-,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan International Airlines Flight 404
20 May 1965,Pakistan International Airlines Flight 705,115,,Cairo International Airport,Boeing 720-040B,,AP-AMH,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crashed during descent to land at Cairo airport. 115 out of 121 passengers and crew were killed, with significant guest casualties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan International Airlines Flight 705
26 November 1979,Pakistan International Airlines Flight 740,156,"Kano, Nigeria - Jeddah, Saudi Arabia - Karachi, Pakistan",,,145,,Boeing 707-340C,11,,,,,,,740,,,Pakistan International Airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan International Airlines Flight 740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Captain Sajjad Gul, First Officer Usman Azam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan International Airlines Flight 8303
"March 5, 1993",Palair Macedonian Airlines Flight 301,83,,"Skopje, Macedonia",Fokker 100,79,PH-KXL,,4,,,Accumulation of ice on the wings,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palair Macedonian Airlines Flight 301
"December 21, 1988",Pan Am Flight 103,270,,"Lockerbie, Scotland",Boeing 747-121,,N739PA,,,"Abdelbaset al-Megrahi, Libyan Intelligence Officer",259,Bomb explosion on board causing aircraft destruction,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 103
"April 29, 1952",Pan American World Airways Flight 202,50,"Buenos Aires, Argentina - New York City, New York","Amazon Basin, 281 NM southwest of Carolina, Brazil",,,,Boeing 377 Stratocruiser,,,50,,,Engine separation in flight due to propeller blade failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 202
"December 8, 1963",Pan Am Flight 214,81,Isla Verde International Airport - Baltimore - Philadelphia International Airport,"Elkton, Maryland",Boeing 707-121,,,,,Lightning Strike,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 214
"December 12, 1968",Pan Am Flight 217,51,"New York City, USA - Caracas, Venezuela",,,51,,Boeing 707-321B,9,,,,,"Pilot error, undetermined cause by NTSB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 217
"April 11, 1952",Pan Am Flight 526A,52,,,Douglas DC-4,64,,,5,,,,,,,,,,,,,,,,,,,,,,,11.3 miles NW of San Juan Airport,,,,,,,,,"San Juan-Isla Grande Airport, Puerto Rico","Idlewild International Airport, New York City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engine no.3 and no.4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 526A
"July 9, 1982",Pan Am Flight 759,145,Miami - New Orleans - Las Vegas - San Diego,"Kenner, LA",,,N4737,Boeing 727-235,,,145,,,,,,,,,,,"Captain Kenneth L. McCullers, First Officer Donald G. Pierce, Flight Engineer Leo B. Noone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 759
"January 30, 1974",Pan Am Flight 806,,"Auckland, New Zealand - Pago Pago, American Samoa - Honolulu, Hawaii - Los Angeles, California",,Boeing 707-321B,91,N454PA,,"Captain Leroy Petersen, First Officer Richard Gaines, Third Officer James Phillips, Flight Engineer Gerry Green",National Transportation Safety Board,,"Tardy identification of wind shear, poor visibility, lack of callouts",87,,,,"Dark with microburst-induced wind shear, low visibility",,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 806
"April 22, 1974",Pan Am Flight 812,107,,Rough mountainous terrain in Bali,Boeing 707-321B,,N446PA,,,Pan American World Airways,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 812
"July 22, 1973",Pan Am Flight 816,79,"Auckland, New Zealand to San Francisco, California",,Boeing 707-321B,79,N417PA,,,Pan American World Airways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pan Am Flight 816
"March 1, 1964",Paradise Airlines Flight 901A,85,"San Jose, California to South Lake Tahoe, California",,,,,Lockheed L-049 Constellation,,Pilot,,,,,,,,,,,,,,,,,,,,,,"Genoa Peak, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise Airlines Flight 901A
8 September 1989,Partnair Flight 394,55,,Off the coast of Denmark,Convair CV-580,,LN-PAA,,,,55,"Improper maintenance, counterfeit parts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partnair Flight 394
