Location,Date,Event,Cause of Death,Full Name,Outcome,Birthplace,Birthdate,Individuals Involved,Victim,Career,Education,Marriage,Date of Death,Occupation,Legal Outcome,Place of Birth,Family History,Date of Birth,Age,Family,Role,Name,Achievements,Individual,Nationality,Individual Involved,Family Background,Profession,Aircraft,Date of Accident,Nickname,Awards,Aviation Accident,Military Service,Position,Event Trigger,Notable Achievements,Disappearance,Background,,Political Affiliation,Flight Number,Affiliation,Place of Death,Aviation Achievements,Death,Cause of Accident,Victims,Incident,Details,Training,Aircraft Involved,Influence,Career Highlights,Circumstances,College,Flight,Accident,Post-War Career,Birth Date,Date of Incident,Rank,Involvement,Political Involvement,Racing Career,Location of Death,Roles,Events,Political Party,Location of Crash,Date of Disappearance,Political Career,Family Connection,Location of Accident,Person,Service Period,Pilot,Cause of Crash,Victories,Contributions,Combat Missions,Spouse,Championships,Airline,Death Date,Achievement,Birth Year,Parents,Military Rank,Record Label,Career Achievements,NFL Team,NFL Draft,College Achievements,NFL Achievements,Route,Military Titles,Service in World War I,Awards Received,Activity in China,Total Fatalities,Survival,Memorial,Outcome:,"Arland Dean Williams Jr. was a passenger on Air Florida Flight 90, which crashed in Washington, D.C. on January 13, 1982, leading to 74 fatalities. He was one of six initial survivors and selflessly helped the others escape before tragically drowning. Williams' heroic actions were honored by renaming the 14th Street Bridge in his memory. Born in Mattoon, Illinois, Williams had a diverse background and a family history that showcased his character and courage during the aviation accident.",Accident Location,FAA Certificates,Military Awards,Combat Achievements,Family Status,Event Involvement,Passenger,UN Position,Bombing Conviction,Childhood,WWI Service,Inventor,Father,Mother,Early Education,Academic Achievements,Honorary Doctorate,"This table provides a comprehensive overview of the key details related to Bipin Rawat, including his personal background, educational achievements, family history, and significant career milestones.",Activism,Outcome/Tribute,Legacy,Podiums,Total Points,Pole Positions,Early Career,Formula Two Career,Formula One Career,World Sportscar Championship,Achievements in Aviation,Details of Final Flight,Additional Individuals Involved,Flying Hours,Pearl Harbor Incident,Mulberry Canyon Crash,Aircraft Owned,Stage Name,Current Position,Playing Position,Premier League Clubs,European Cup Finals,Serie A Clubs,National Team Caps,World Cup Appearances,European Championship Appearances,Managerial Career,Romanian First League Wins,Associated Companies,Relationship,Position(s),District,Aviation Experience,Tragic Event,Notable Events,Aviation Incidents,Burial Location,Notable Achievement,-------------------------------,Felipe Humberto Camiroaga Fernández,Significance,Age at Death,Notable Contributions,Total Flight Hours,House District,Marital Status,Military Career,Notable Actions,Early Flying Experiences,Military Background,Pilot Certification,Competition Aircraft,Aerobatic Aircraft,Aerial Achievements,Company,Cause of Disappearance,Formula One World Championships,Triple Crown of Motorsport,Monaco Grand Prix Success,1969 United States Grand Prix,Decline in Performance,Overall Legacy,Time,Cricket Career,Persons Involved,Activities,Alias,Shootdown Date,Prisoner of War,Diplomatic Efforts,Movie Reference,Military Affiliation,Theaters Served,Total Combat Missions,Times Shot Down,Aerial Victories,Military Service Details,Notable Film Scores,Collaborators,Search Efforts,Declaration of Death,Discovery of Remains,Federal Cabinet Jobs,Retirement,Entry into Provincial Politics,Leadership Election,Cabinet Formation,Re-Election,Early Provincial Election,Early Aviation Experiences,Tragic Death,Aircraft Types,Role in Accident,Date of Crash,Flight Route,Number of Fatalities,Other,Championship Title,Fighting Style,Notable Rivalries,Personal Life,Accolades,Award,Aspirations,Invention,Innovations,Personal Background,Cierva Autogiro Company,Tragedy,Ring Names,Debut Date,Number of Casualties,Date of Aviation Accident,Location of Aviation Accident,Association with James Dean,Details of the Accident,Outcome of the Accident,"In this context, the aviation accident involving Lance Graf von Haugwitz-Hardenberg-Reventlow occurred on September 30, 1955 in Salinas, California. He was friends with fellow auto enthusiast James Dean and was one of the last people to speak to Dean before they met on their way to an auto race, where Reventlow succumbed to injuries in the aviation accident.",Wealth,Number of Passengers,Number of Crew,Person Involved,Family Business,Specialized Bread,Flour Composition,Bread Varieties,Baking Philosophy,Innovation,Recognition,Locations,Known As,Date of Record,Engineer Graduation,Speed Record,Motor Enhancement,Fatal Accident,World Championship Participation,Passengers Killed,Death date,Military Unit,Accompanying,Athletic Achievements,September 11 Involvement,Record-breaking Flights,Founding Hospitals,Relation to Aviation Accident,Aircraft involved,Involvement in Aviation Accident,Midshipman,Sub-lieutenant,Lieutenant,Lieutenant Commander,Captain,Rear Admiral,Vice Admiral,Incident Date,Target,Combat Experience,Date of Husband's Crash,Significant Achievements,Heroic Act,Political Title,Negotiation,Transfer of Panama Canal,Father's Origin,Key Achievements,"In this table, the event is the aviation accident that occurred on December 20, 1995. The victims involved in the accident were Paris Christos Kanellakis, Maria Teresa Otoya, Alexandra Kanellakis, and Stephanos Kanellakis. The cause of death was the crash of American Airlines Flight 965.",Incident Type,Year,Victim 1,Victim 2,Notable Projects,Notable Fact,Hall of Fame,Guitar Techniques,Notable Songs,Guitar Model,Victory Count,Shared Kills,Probable Kills,Damaged,Destructions,Unit,Inspiration,Space Mission,Victim Name,Racing Series,Number of Victims,Racing Achievements,Parachute Design,Decorations,Circumstances of Death,Squadron Leader Robert Kronfeld,- Awarded the Hindenburg Cup in 1930,- Held world records for distance and height in 1930,- Successfully flew 100 km in a glider in 1929,- Built a gigantic sailplane named Austria,Teams,Seasons Played,Games Played,Rushing Yards,Touchdowns,High School,Degree,Role in Notre Dame,Association,Films,Debut Film,Number of Isle of Man TT Victories,Aircraft Piloted,Race/Event,Eric Forman,Donna Pinciotti,Steven Hyde,Band Name,Guitarist,Significant Acts,Debut Album,Signature Style,Impact,Europe Fame,Notable Races Won,Driving Style,Significant Wins,Congressional District,Consequence,Notable Accomplishments,Firsts,Residence,Team,Duration with Team,Survivors,Relationship to Aviation,Formation Year,Albums Released,Chart-topping Hits,Sport,World Junior Championships 1994,European Indoor Championships,Personal Best,Olympic Performance,Citizenship Change,Finalization of Transfer,Expansion Efforts,Partnerships,Career Achievement,Date and Location,Other Individuals Involved,Promotions,Significant Commands,Spouses,Children,Key Achievement,Political Event,Exiled Location,Connection to Aviation Accident,trigger
"Tivoli Gardens, Paris, France",1819,Aviation Accident,,,Fatal crash,,,Sophie Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophie Blanchard
,,,,,,,Reported inconsistently as either 18 July 1972 or 18 July 1976,,,,Discontinued M.B.B.S. after first year,"Married G. S. Raghu, a software engineer",,Actress,,,,,,"Born into a Smartha Brahmin family in Bangalore, Karnataka",,,,,,,,,,,,"National Film Award, Nandi Awards, Karnataka State Film Awards, Filmfare Awards South",,,,,,,,,,,,,,,,,,,,,,"Acted in over 100 films in 12 years, known as ""Savitri of modern Telugu cinema""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worked in Telugu, Kannada, Malayalam, Tamil",Gandharva (1992) in Kannada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soundarya
Greater Cincinnati Airport,"June 2, 1983",Airplane crash,Fire aboard Air Canada Flight 797,,,,,,Stanley Allison Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stan Rogers
"Near Soldin, Germany","July 17, 1933",Aviation Accident,,,Fatal plane crash,,,"Stasys Girėnas, Steponas Darius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stasys Gir臈nas
,,,Died in a non-stop flight attempt from New York City to Kaunas due to a crash,Steponas Darius,,"Rubiskes, Kovno Governorate, Russian Empire","July 8, 1896",,,"Pilot, formed South Bend Airways with Carl G. Jordan, civil aviation work in the US","United States Army, War School of Kaunas","Not mentioned in the text, no information available",,,"No specific mention of legal outcomes, no charges relating to the death mentioned in the text",,"Promoted sports in Lithuania, built the S. Darius and S. Girėnas Stadium, sports enthusiast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steponas Darius
"Boise, Idaho","February 3, 2012",Plane Crash,,,,,,,Steven R. Appleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Appleton
,,,Helicopter Crash,Robert Steven Hislop,,,,,,,,,July 2003,Motorcycle Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Hislop
"Thompson Trophy Race, Cleveland, Ohio",1935,Aviation Accident,,,Placed 5th due to engine issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Bonzo""",Thompson Trophy Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Wittman
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protagonist, nice guy, nerdy, clumsy, deadpan humor, in a relationship with Donna Pinciotti, becomes a teacher in Africa after high school","Eric's longtime girlfriend, intelligent, feminist tomboy, becomes friends with Jackie, rekindles her relationship with Eric in the show's finale","Eric's best friend, anti-establishment, witty, blunt, sarcastic, moves in with the Forman family, rebellious personality, like a brother to Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Hyde
,,,,Stephen Ray Vaughan,,,,,,,,,,,,,,,,,,,,,,,,"Musician, singer, songwriter, record producer",,,,,,,,,,,,,,,,,,,,,,,,,"Influence on blues music history, considered one of the greatest guitarists of all time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epic Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stevie Ray Vaughan and Double Trouble,Guitarist and frontman of the blues rock trio,"Montreux Jazz Festival (1982), Let's Dance album collaboration with David Bowie",Texas Flood,Guitar playing techniques inspired by Jimi Hendrix,Leading figure in the blues revival of the 1980s,"European fame leading to breakthroughs for various guitar players like Robert Cray, Jeff Healey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stevie Ray Vaughan
,,,Controversial circumstances surrounding his death,Subhas Chandra Bose,,"Orissa, British India","January 23, 1897",,,"Leader in Indian nationalist movement, Congress president, socialist ideologies","Anglocentric education, Indian Civil Service examination, nationalism",Not provided in the background text,,,No charges filed in connection with his death,,"Large Bengali family background, early nationalist leanings, prominent leadership roles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subhas Chandra Bose
,,,,Theodore Christopher,,Not provided in the text,Not provided in the text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional racing driver and business owner with victories in various race car categories including NASCAR's Whelen Modified Tour,,,,,,,,,,,,,,,,,,"2001 NASCAR Weekly Series national champion, 2008 NASCAR Whelen Modified Tour champion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2008 NASCAR Whelen Modified Tour championship, over 40 victories on the Whelen Modified Tour, five Camping World East Series events, and five Whelen Modified Tour events at New Hampshire Motor Speedway","Aggressive, known for the ""Three Tap Rule"" when passing cars but later changed driving style for more success","Won both the championship and the final race of the season at Thompson International Speedway, 31 career wins, 2015 Thompson season finale loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Christopher
N/A,N/A,Aviation Accident,,,Details undisclosed,,,Theodore Fulton Stevens Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted Stevens
"Paraty, Rio de Janeiro",19 January 2017,Airplane Crash,,,Fatal airplane crash,,,"Teori Albino Zavascki, pilot, Carlos Alberto Fernandes Filgueiras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teori Zavascki
,,,Airplane accident,,,,,,,,,,,,,"Phoenix, New York",,"November 16, 1872",,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York's 32nd,First sitting member of Congress to die in an airplane accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thaddeus C. Sweet
,,,Fatal plane crash over Chesapeake Bay in 1928,Theodore Gordon Ellyson,,"Richmond, Virginia",11 March 1885,,,"First US Navy officer designated as an aviator, served in experimental development of aviation, recipient of Navy Cross, served in submarine service, died in 1928 due to plane crash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theodore Gordon Ellyson
Mali,"January 14, 1986",,Helicopter crash during rally,,,,,,Thierry Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thierry Sabine
,,,Airplane crash,,,,,,,,,,,,,"San Francisco, California",,"February 8, 1882",,,,,,,,,,,Wright Flyer,,,,,,,,,,"Nephew of Rear Admiral Thomas Oliver Selfridge Jr., Graduated from United States Military Academy, Assigned to Aeronautical Division, U.S. Signal Corps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orville Wright,,,,,,,,,,,,First Lieutenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government representative to Aerial Experiment Association, Secretary of Aerial Experiment Association","First to die in an airplane crash, First active-duty military member to die in a crash on duty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Selfridge
"Akron–Canton Airport, Ohio",,,Airplane crash,,,,,,Thurman Munson,,,,"August 2, 1979",,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thurman Munson
,,,Plane crash during hijacking,Todd Morgan Beamer,,"Flint, Michigan","November 24, 1968",,,Unknown,"Major in physical therapy at Fresno State University, switched to business at Wheaton College",Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Todd Beamer
,,,Died in suspicious circumstances in the Soviet Union in 1941,,,"Helsinki, Finland",-,,,"Founding leader of Communist Party of Finland, military service in Soviet Red Army, lecturer at Red Officer School, underground Communist Party work in Finland",-,-,,,,,,,,,,Toivo Antikainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toivo Antikainen
,,,,,"Plane crash in field near Shanksville, Pennsylvania, thwarted hijackers' plan to crash into Washington, D.C.",,,,,Thoratec Corporation,"Saint John's University, Carlson School of Management, University of Minnesota, Pepperdine University",,,Vice-president and COO of Thoratec Corporation,,"Bloomington, Minnesota",,"May 29, 1963",,"Thomas Burnett Sr. (father), Beverly Burnett (mother), sisters",,,"Played football, led high school team to state finals, graduated with B.S. in Finance, attained MBA at Pepperdine University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passanger on United Airlines Flight 93, September 11 attacks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Burnett
